latitude,longitude,listing_url
40.68513,-73.96648,https://www.airbnb.com/rooms/89427
40.69407,-73.94403,https://www.airbnb.com/rooms/400078
40.73633,-73.99925,https://www.airbnb.com/rooms/408491
40.65914535522461,-73.95812225341797,https://www.airbnb.com/rooms/408983
40.72032,-73.99462,https://www.airbnb.com/rooms/255957
40.68278,-73.95549,https://www.airbnb.com/rooms/257097
40.74024,-74.00584,https://www.airbnb.com/rooms/258688
40.74642,-74.00411,https://www.airbnb.com/rooms/258690
40.81847,-73.94623,https://www.airbnb.com/rooms/258740
40.71517,-73.99376,https://www.airbnb.com/rooms/258930
40.71704,-74.00908,https://www.airbnb.com/rooms/260755
40.74101,-74.00006,https://www.airbnb.com/rooms/261674
40.6446,-73.94184,https://www.airbnb.com/rooms/262405
40.68561,-73.98919,https://www.airbnb.com/rooms/409262
40.72864,-74.00453,https://www.airbnb.com/rooms/289665
40.72533,-73.9972,https://www.airbnb.com/rooms/289703
40.76387,-73.98742,https://www.airbnb.com/rooms/292121
40.67452,-73.96174,https://www.airbnb.com/rooms/292637
40.73431,-74.00225,https://www.airbnb.com/rooms/292800
40.73778,-73.95366,https://www.airbnb.com/rooms/294227
40.73778,-73.95366,https://www.airbnb.com/rooms/294242
40.73778,-73.95366,https://www.airbnb.com/rooms/294259
40.73778,-73.95366,https://www.airbnb.com/rooms/294263
40.5767,-73.95565,https://www.airbnb.com/rooms/409666
40.67128,-73.94307,https://www.airbnb.com/rooms/411918
40.71294,-73.94461,https://www.airbnb.com/rooms/413504
40.73161,-73.98484,https://www.airbnb.com/rooms/415304
40.72292,-73.94577,https://www.airbnb.com/rooms/416557
40.73778,-73.95366,https://www.airbnb.com/rooms/294280
40.70951,-73.95015,https://www.airbnb.com/rooms/295231
40.79131,-73.9694,https://www.airbnb.com/rooms/295998
40.73849,-73.87232,https://www.airbnb.com/rooms/296361
40.68907,-73.95384,https://www.airbnb.com/rooms/296717
40.68435,-73.94825,https://www.airbnb.com/rooms/298759
40.77433,-73.95339,https://www.airbnb.com/rooms/299062
40.80692,-73.95481,https://www.airbnb.com/rooms/301034
40.6857,-73.97388,https://www.airbnb.com/rooms/301372
40.71881,-73.9879,https://www.airbnb.com/rooms/262478
40.6974983215332,-73.97722625732422,https://www.airbnb.com/rooms/263005
40.82176,-73.94522,https://www.airbnb.com/rooms/263232
40.79632,-73.97643,https://www.airbnb.com/rooms/263888
40.76253,-73.98365,https://www.airbnb.com/rooms/265145
40.7628,-73.9651,https://www.airbnb.com/rooms/265506
40.719482,-73.98877,https://www.airbnb.com/rooms/266449
40.71941,-73.98968,https://www.airbnb.com/rooms/266753
40.73333,-73.85933,https://www.airbnb.com/rooms/267435
40.66481,-73.97776,https://www.airbnb.com/rooms/417685
40.68877,-73.95408,https://www.airbnb.com/rooms/423015
40.76456,-73.91749,https://www.airbnb.com/rooms/423275
40.74311,-73.98303,https://www.airbnb.com/rooms/424767
40.86637,-73.82048,https://www.airbnb.com/rooms/425423
40.83559,-73.94095,https://www.airbnb.com/rooms/430427
40.79288,-73.9642,https://www.airbnb.com/rooms/430665
40.64295,-73.97293,https://www.airbnb.com/rooms/267652
40.72136,-73.95674,https://www.airbnb.com/rooms/268335
40.70727,-73.94187,https://www.airbnb.com/rooms/268439
40.7154,-73.94028,https://www.airbnb.com/rooms/268481
40.66385,-73.93229,https://www.airbnb.com/rooms/269283
40.76716,-73.91177,https://www.airbnb.com/rooms/269404
40.70413,-73.92726,https://www.airbnb.com/rooms/270139
40.74496,-73.91167,https://www.airbnb.com/rooms/270231
40.72499,-73.99198,https://www.airbnb.com/rooms/270345
40.8341081,-73.93948379999999,https://www.airbnb.com/rooms/431865
40.80752,-73.94778,https://www.airbnb.com/rooms/302238
40.8058,-73.94759,https://www.airbnb.com/rooms/302280
40.80528,-73.94742,https://www.airbnb.com/rooms/302309
40.77298,-73.95813,https://www.airbnb.com/rooms/302705
40.79675,-73.93634,https://www.airbnb.com/rooms/302758
40.8073,-73.94575,https://www.airbnb.com/rooms/303264
40.80557,-73.94801,https://www.airbnb.com/rooms/305245
40.70674,-73.91959,https://www.airbnb.com/rooms/306799
40.82359,-73.94601,https://www.airbnb.com/rooms/310325
40.82295,-73.94433,https://www.airbnb.com/rooms/310338
40.7464,-73.94807,https://www.airbnb.com/rooms/432090
40.67634,-73.97666,https://www.airbnb.com/rooms/432823
40.67793,-73.9702,https://www.airbnb.com/rooms/433218
40.68566,-73.96781,https://www.airbnb.com/rooms/433414
40.67322,-73.88109,https://www.airbnb.com/rooms/433914
40.66902,-73.98884,https://www.airbnb.com/rooms/437352
40.75282,-73.97315,https://www.airbnb.com/rooms/271694
40.8677,-73.92122,https://www.airbnb.com/rooms/272026
40.70499,-73.90128,https://www.airbnb.com/rooms/517654
40.77124,-73.96119,https://www.airbnb.com/rooms/518566
40.74506,-73.91251,https://www.airbnb.com/rooms/519310
40.69445,-73.96546,https://www.airbnb.com/rooms/521018
40.66587,-73.98518,https://www.airbnb.com/rooms/521522
40.6605,-73.98332,https://www.airbnb.com/rooms/523123
40.66272,-73.98913,https://www.airbnb.com/rooms/528485
40.73112,-74.00292,https://www.airbnb.com/rooms/528615
40.78105,-73.97858,https://www.airbnb.com/rooms/530576
40.72843,-73.98014,https://www.airbnb.com/rooms/437906
40.71559,-73.94289,https://www.airbnb.com/rooms/439750
40.69533,-73.96058,https://www.airbnb.com/rooms/310524
40.75672,-73.99003,https://www.airbnb.com/rooms/312415
40.73216,-73.98678,https://www.airbnb.com/rooms/314982
40.80272,-73.95316,https://www.airbnb.com/rooms/318021
40.71075,-73.95773,https://www.airbnb.com/rooms/320877
40.73231,-73.98469,https://www.airbnb.com/rooms/321014
40.83249,-73.94466,https://www.airbnb.com/rooms/321136
40.71923,-73.9582,https://www.airbnb.com/rooms/322037
40.71376,-73.94326,https://www.airbnb.com/rooms/324800
40.66943,-73.98188,https://www.airbnb.com/rooms/439870
40.699,-73.90295,https://www.airbnb.com/rooms/442636
40.74567,-73.99991,https://www.airbnb.com/rooms/442649
40.78935,-73.97225,https://www.airbnb.com/rooms/443646
40.81081,-73.9237,https://www.airbnb.com/rooms/444430
40.73958,-73.98143,https://www.airbnb.com/rooms/447766
40.68884,-73.9644,https://www.airbnb.com/rooms/448011
40.77534,-73.95106,https://www.airbnb.com/rooms/325429
40.77516,-73.9537,https://www.airbnb.com/rooms/326832
40.74838,-73.98214,https://www.airbnb.com/rooms/328040
40.66763,-73.95836,https://www.airbnb.com/rooms/328744
40.72617,-73.95264,https://www.airbnb.com/rooms/332208
40.76269,-73.99361,https://www.airbnb.com/rooms/333323
40.71529,-73.96032,https://www.airbnb.com/rooms/334607
40.86773,-73.82023,https://www.airbnb.com/rooms/336055
40.66167,-73.96152,https://www.airbnb.com/rooms/531455
40.73328,-74.00069,https://www.airbnb.com/rooms/532288
40.72916,-73.98193,https://www.airbnb.com/rooms/533506
40.70209,-73.91476,https://www.airbnb.com/rooms/536578
40.86065,-73.93507,https://www.airbnb.com/rooms/538465
40.82335,-73.95322,https://www.airbnb.com/rooms/540057
40.72057081537138,-73.96010448151357,https://www.airbnb.com/rooms/541725
40.72916,-73.98193,https://www.airbnb.com/rooms/542054
40.70873,-73.91732,https://www.airbnb.com/rooms/543792
40.64885,-73.97453,https://www.airbnb.com/rooms/449660
40.7769,-73.97671,https://www.airbnb.com/rooms/450577
40.64321,-73.97137,https://www.airbnb.com/rooms/452068
40.6882557,-73.9638332,https://www.airbnb.com/rooms/453094
40.71776,-73.98486,https://www.airbnb.com/rooms/453255
40.69039,-73.95418,https://www.airbnb.com/rooms/453317
40.81669,-73.94267,https://www.airbnb.com/rooms/454334
40.86909,-73.9239,https://www.airbnb.com/rooms/455734
40.74812,-73.99603,https://www.airbnb.com/rooms/456110
40.73491,-74.0058,https://www.airbnb.com/rooms/456190
40.81319,-73.94194,https://www.airbnb.com/rooms/342995
40.75622,-73.99455,https://www.airbnb.com/rooms/343276
40.75619,-73.92029,https://www.airbnb.com/rooms/343766
40.75557,-73.99411,https://www.airbnb.com/rooms/344082
40.64368,-74.02102,https://www.airbnb.com/rooms/344092
40.67534,-73.98345,https://www.airbnb.com/rooms/350168
40.74828,-73.9917,https://www.airbnb.com/rooms/351859
40.66,-73.95203,https://www.airbnb.com/rooms/352651
40.71481,-73.99059,https://www.airbnb.com/rooms/353317
40.68461,-73.98984,https://www.airbnb.com/rooms/355563
40.73143,-74.00105,https://www.airbnb.com/rooms/456457
40.64445,-74.00279,https://www.airbnb.com/rooms/544039
40.68955,-73.96681,https://www.airbnb.com/rooms/545261
40.66051,-73.95078,https://www.airbnb.com/rooms/545651
40.72515,-73.95153,https://www.airbnb.com/rooms/548184
40.72594,-73.98219,https://www.airbnb.com/rooms/549873
40.66014,-73.98311,https://www.airbnb.com/rooms/550653
40.74734,-73.9931,https://www.airbnb.com/rooms/550858
40.67808,-73.9573,https://www.airbnb.com/rooms/552502
40.67382,-73.94012,https://www.airbnb.com/rooms/552519
40.81711,-73.94736,https://www.airbnb.com/rooms/552639
40.85209,-73.93941,https://www.airbnb.com/rooms/456578
40.72899,-73.98975,https://www.airbnb.com/rooms/457829
40.76719,-73.95303,https://www.airbnb.com/rooms/459066
40.81431,-73.94788,https://www.airbnb.com/rooms/460999
40.72371,-73.99663,https://www.airbnb.com/rooms/463042
40.68905,-73.9541,https://www.airbnb.com/rooms/464231
40.79903,-73.96297,https://www.airbnb.com/rooms/465706
40.72678,-73.90448,https://www.airbnb.com/rooms/363016
40.73626,-73.95634,https://www.airbnb.com/rooms/367810
40.71942398164986,-73.96005436966747,https://www.airbnb.com/rooms/373618
40.59556,-73.94998,https://www.airbnb.com/rooms/380730
40.88095,-73.91701,https://www.airbnb.com/rooms/385824
40.77,-73.95842,https://www.airbnb.com/rooms/386744
40.7616,-73.97715,https://www.airbnb.com/rooms/386799
40.83521,-73.93836,https://www.airbnb.com/rooms/387666
40.71116,-73.94721,https://www.airbnb.com/rooms/466277
40.68928,-73.93908,https://www.airbnb.com/rooms/466457
40.71937,-73.98387,https://www.airbnb.com/rooms/467569
40.82193,-73.94175,https://www.airbnb.com/rooms/553872
40.822964,-73.942474,https://www.airbnb.com/rooms/553903
40.72378,-73.947,https://www.airbnb.com/rooms/557487
40.72369,-73.97849,https://www.airbnb.com/rooms/560078
40.7359,-74.00128,https://www.airbnb.com/rooms/563442
40.73864,-73.98187,https://www.airbnb.com/rooms/564649
40.68257,-73.93713,https://www.airbnb.com/rooms/565814
